ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-002432,CUST-3E0E8F3E,Matchmaking is putting me against players 3 tiers above me. This has been happening all week.,Valorant,2023-09-26 05:03:44,5.0,8.17,MEDIUM,Ranked & Matchmaking,True
RGT-001779,CUST-5B4081EE,Client keeps logging me out randomly. I have to re-enter my password multiple times per session.,Wild Rift,Jan 2023,24.0,16.47,MEDIUM,Client Bug / Crash,True
RGT-000415,CUST-AE796F63,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Teamfight Tactics,2023-11-19 19:31:39,1.0,39.07,MEDIUM,Login / 2FA Issue,True
RGT-000875,CUST-7A32E5DE,I was charged twice for the same RP bundle. I see two transactions on my statement for $10.00.,Valorant,2023-05-23 21:19:18,11.0,71.05,LOW,Missing RP / Purchase Issue,True
RGT-000528,CUST-3502C77D,I was charged twice for the same RP bundle. I see two transactions on my statement for $20.00.,Legends of Runeterra,2023-11-27 03:00:00,-1.0,52.69,MEDIUM,Missing RP / Purchase Issue,True
RGT-001513,CUST-64D40638,I received a 25-game chat restriction for a single game where I was defending myself. This is disproportionate.,Teamfight Tactics,2023-01-27 20:07:06,1.0,9.79,MEDIUM,Chat Restriction Appeal,True
RGT-002549,CUST-7709DC90,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Legends of Runeterra,2023-03-04 15:43:04,26.0,27.19,MEDIUM,Account Ban / Suspension,True
RGT-000109,CUST-8962F792,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,League of Legends,2023-05-03 08:06:38,1.0,4.98,HIGH,Account Ban / Suspension,True
RGT-001207,CUST-110FA17F,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Valorant,2023-03-15 08:55:27,3.0,13.65,MEDIUM,Client Bug / Crash,True
RGT-002415,CUST-58F376E2,Client keeps logging me out randomly. I have to re-enter my password multiple times per session.,Valorant,2023-06-06 16:15:54,3.0,4.5,HIGH,Client Bug / Crash,True
RGT-002440,CUST-87B8A0EF,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Valorant,2023-11-21 00:46:31,2.0,15.26,MEDIUM,Cheat / Hacker Report,True
RGT-001117,CUST-66FA087D,My clash tournament registration was cancelled without notification. Please refund the ticket fee.,Wild Rift,2024-05-19 22:38:07,3.0,209.03,LOW,Ranked & Matchmaking,True
RGT-000319,CUST-91144FD2,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Wild Rift,2024-03-23 19:55:32,0.0,10.63,MEDIUM,Account Ban / Suspension,True
RGT-001952,CUST-A47EA986,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Teamfight Tactics,2023-11-12 22:39:08,6.0,,LOW,Missing RP / Purchase Issue,False
RGT-001162,CUST-4FC4738B,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Legends of Runeterra,2023-05-14 18:58:20,20.0,23.54,LOW,Login / 2FA Issue,True
RGT-002701,CUST-E0EBF5E1,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Legends of Runeterra,2024-06-21 13:09:41,28.0,22.64,MEDIUM,Cheat / Hacker Report,True
RGT-001559,CUST-9B770A9F,"After updating, all my settings were reset. Also my custom game configurations are gone.",League of Legends,2023-04-06 15:00:59,3.0,65.93,LOW,Client Bug / Crash,True
RGT-002921,CUST-58F376E2,My clash tournament registration was cancelled without notification. Please refund the ticket fee.,Wild Rift,2023-09-04 16:36:03,5.0,94.06,MEDIUM,Ranked & Matchmaking,True
RGT-000403,CUST-FE972C20,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Teamfight Tactics,2023-02-12 13:45:49,5.0,52.06,LOW,Account Ban / Suspension,True
RGT-001503,CUST-7A32E5DE,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Valorant,2023-10-11 18:55:55,17.0,5.77,MEDIUM,Account Ban / Suspension,True
RGT-000938,CUST-5C8E2E99,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,Valorant,2023-04-01 04:03:57,9.0,7.71,LOW,Login / 2FA Issue,True
RGT-002005,CUST-78B52439,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-02-06 21:12:16,1.0,9.47,HIGH,Account Ban / Suspension,True
RGT-001262,CUST-3D51023D,I purchased an emote for a character I no longer play. Refund would be appreciated.,League of Legends,2023-09-20 01:15:10,16.0,3.96,HIGH,Refund Request,True
RGT-002723,CUST-544343F1,I was charged twice for the same RP bundle. I see two transactions on my statement for $20.00.,League of Legends,2023-09-09 02:44:28,4.0,17.18,MEDIUM,Missing RP / Purchase Issue,True
RGT-002807,CUST-7709DC90,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Valorant,2023-09-15 09:59:26,,0.13,MEDIUM,Account Ban / Suspension,True
RGT-000388,CUST-B46B2228,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Wild Rift,2024-05-22 20:38:46,0.0,,LOW,Cheat / Hacker Report,False
RGT-001961,CUST-3D51023D,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-35C38D.",Legends of Runeterra,2024-01-30 02:18:26,20.0,33.89,MEDIUM,Missing RP / Purchase Issue,True
RGT-001851,CUST-1542B5A1,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Valorant,2023-06-27 14:59:42,0.0,30.73,MEDIUM,Ranked & Matchmaking,True
RGT-000811,CUST-F84CD2F3,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Wild Rift,2023-06-07 01:31:31,2.0,5.62,MEDIUM,Cheat / Hacker Report,True
RGT-000756,CUST-29D019A5,Reporting a player for using wallhacks in Valorant. Their username is Player3721. Please review game ID NA1_8875273236.,Legends of Runeterra,2024-03-11 08:12:49,2.0,13.99,MEDIUM,Cheat / Hacker Report,True
RGT-001175,CUST-A303BDBB,Someone is ddosing our team. Two of my teammates disconnected within seconds of each other.,League of Legends,2023-10-09 23:12:30,1.0,14.5,MEDIUM,Cheat / Hacker Report,True
RGT-001588,CUST-24511E5D,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Valorant,2023-06-17 08:10:13,1.0,46.56,LOW,Account Ban / Suspension,True
RGT-002714,CUST-1962F4A0,,Valorant,2023-12-25 23:03:17,6.0,120.85,MEDIUM,Account Ban / Suspension,True
RGT-001236,CUST-A47EA986,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Valorant,2024-01-03 22:03:41,3.0,28.2,MEDIUM,Login / 2FA Issue,True
RGT-001892,CUST-89D7ECA0,Constant 'Connection Error' messages in client even though my internet is working perfectly.,League of Legends,2024-01-06 08:31:29,3.0,2.63,HIGH,Client Bug / Crash,True
RGT-000071,CUST-95542775,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Valorant,2024-03-06 11:10:55,0.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002761,CUST-023FE7E6,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Wild Rift,2023-09-02 06:17:52,28.0,,LOW,Missing RP / Purchase Issue,False
RGT-002343,CUST-01E0218A,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Wild Rift,2024-03-08 22:59:32,32.0,62.73,MEDIUM,Missing RP / Purchase Issue,True
RGT-002264,CUST-D2571737,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Valorant,2023-08-26 05:43:40,2.0,,MEDIUM,Login / 2FA Issue,False
RGT-000840,CUST-A47EA986,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Legends of Runeterra,2024-05-09 14:00:12,,,LOW,Cheat / Hacker Report,False
RGT-000057,CUST-CE5E5E24,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Teamfight Tactics,2023-10-25 11:05:38,0.0,6.38,MEDIUM,Cheat / Hacker Report,True
RGT-002469,CUST-F7406204,,Legends of Runeterra,2023-12-07 02:10:41,6.0,1.26,HIGH,Account Ban / Suspension,True
RGT-001818,CUST-17C181B6,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,League of Legends,2023-05-09 03:14:08,3.0,48.83,LOW,Account Ban / Suspension,True
RGT-001396,CUST-84393CA6,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,League of Legends,2024-01-28 16:24:08,2.0,41.19,MEDIUM,Missing RP / Purchase Issue,True
RGT-001557,CUST-AC6387FA,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Teamfight Tactics,2024-04-03 21:17:10,3.0,,HIGH,Client Bug / Crash,False
RGT-002087,CUST-09022E87,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,League of Legends,2023-07-11 19:00:43,4.0,90.57,LOW,Account Ban / Suspension,True
RGT-001905,CUST-3624A1BC,I completed my placement matches but my rank is much lower than last season. Is this expected?,Teamfight Tactics,2023-03-02 23:11:46,3.0,1.32,HIGH,Ranked & Matchmaking,True
RGT-002502,CUST-9EC8E46A,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Teamfight Tactics,2023-02-15 02:08:54,2.0,35.01,MEDIUM,Account Ban / Suspension,True
RGT-002162,CUST-B703A4B4,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Wild Rift,2024-02-08 07:39:35,10.0,1.58,HIGH,Account Ban / Suspension,True
RGT-000310,CUST-5F210E14,My Pulsefire Ezreal skin's recall animation is broken. It just shows the default animation instead.,Teamfight Tactics,2023-10-07 22:50:23,3.0,,MEDIUM,Champion / Skin Bug,False
RGT-001962,CUST-7D5033BE,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Legends of Runeterra,2024-06-22 14:21:14,3.0,5.67,MEDIUM,Missing RP / Purchase Issue,True
RGT-001254,CUST-3D51023D,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Wild Rift,2023-09-07 09:40:02,15.0,-5.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001229,CUST-522A7E0A,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-10-14 02:44:03,6.0,94.24,LOW,Account Ban / Suspension,True
RGT-002770,CUST-4FC4738B,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Teamfight Tactics,2023-09-06 13:50:59,40.0,16.0,MEDIUM,Account Ban / Suspension,True
RGT-001538,CUST-ED32F265,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Legends of Runeterra,2024-05-22 19:01:57,2.0,15.41,MEDIUM,Missing RP / Purchase Issue,True
RGT-001742,CUST-01E0218A,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Teamfight Tactics,2023-01-17 04:10:45,25.0,14.34,MEDIUM,Login / 2FA Issue,True
RGT-001352,CUST-CDB94453,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Valorant,2023-05-25 04:32:26,18.0,0.51,HIGH,Account Ban / Suspension,True
RGT-001377,CUST-6B3776C0,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",League of Legends,2023-03-01 11:42:40,2.0,75.18,MEDIUM,Account Ban / Suspension,True
RGT-002163,CUST-B29C26D5,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Teamfight Tactics,2024-04-30 22:20:20,7.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002814,CUST-ABA4C4B7,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,Teamfight Tactics,2023-12-03 16:22:33,36.0,,MEDIUM,Login / 2FA Issue,False
RGT-001862,CUST-4A7559F4,My son made an unauthorized purchase on my account. He is 9 years old. Please refund $35.00.,League of Legends,2024-06-24 14:12:55,1.0,141.16,LOW,Refund Request,True
RGT-002717,CUST-3502C77D,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Legends of Runeterra,2023-04-17 03:11:13,7.0,27.63,MEDIUM,Ranked & Matchmaking,True
RGT-002710,CUST-C4731564,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Wild Rift,2023-03-28 18:10:10,32.0,35.54,LOW,Cheat / Hacker Report,True
RGT-001660,CUST-B9351447,Blatant cheater in Diamond ranked. Please investigate account RiotUser#14868. They were toggling aimbot openly.,League of Legends,2023-01-07 22:09:25,0.0,0.75,MEDIUM,Cheat / Hacker Report,True
RGT-000437,CUST-28A5607F,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Teamfight Tactics,2023-09-23 01:28:57,1.0,34.49,LOW,Ranked & Matchmaking,True
RGT-002079,CUST-4E0BB732,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,League of Legends,2024-05-16 22:38:39,6.0,44.07,LOW,Login / 2FA Issue,True
RGT-001223,CUST-5B4081EE,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Legends of Runeterra,2024-03-13 20:25:05,12.0,26.98,MEDIUM,Ranked & Matchmaking,True
RGT-001492,CUST-C9A78D21,I was in promo series but the server crashed mid-game. The loss was counted against me.,Legends of Runeterra,2024-03-20 12:21:03,3.0,29.8,LOW,Ranked & Matchmaking,True
RGT-001913,CUST-EBCA371A,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Teamfight Tactics,2023-02-11 14:22:45,3.0,61.03,MEDIUM,Client Bug / Crash,True
RGT-000314,CUST-87EA02C9,Audio cuts out completely mid-game after around 20 minutes of play. Rolling back drivers did not fix it.,Legends of Runeterra,2023-08-18 15:44:16,1.0,41.08,MEDIUM,Client Bug / Crash,True
RGT-000234,CUST-C7E0960A,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Valorant,2024-01-26 22:52:19,2.0,63.96,LOW,Missing RP / Purchase Issue,True
RGT-001437,CUST-089FF8E0,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Wild Rift,2023-03-31 01:31:58,2.0,0.05,HIGH,Cheat / Hacker Report,True
RGT-000686,CUST-C8E6F966,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Teamfight Tactics,2024-03-10 02:49:15,1.0,0.64,MEDIUM,Account Ban / Suspension,True
RGT-002919,CUST-24CD11C8,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,Legends of Runeterra,2023-04-05 22:00:33,4.0,18.6,MEDIUM,Login / 2FA Issue,True
RGT-000112,CUST-8389315E,,Legends of Runeterra,2023-05-08 21:25:49,0.0,4.24,MEDIUM,Login / 2FA Issue,True
RGT-001214,CUST-F4088E19,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Legends of Runeterra,2023-03-11 15:21:43,,12.9,MEDIUM,Cheat / Hacker Report,True
RGT-001414,CUST-522A7E0A,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Wild Rift,2023-02-07 02:16:25,8.0,25.52,LOW,Account Ban / Suspension,True
RGT-001128,CUST-ABA4C4B7,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Wild Rift,2024-01-12 16:13:27,15.0,1.35,HIGH,Cheat / Hacker Report,True
RGT-002917,CUST-740AC09D,"After updating, all my settings were reset. Also my custom game configurations are gone.",Valorant,2024-04-30 03:00:22,5.0,8.6,HIGH,Client Bug / Crash,True
RGT-001972,CUST-59C64C72,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Valorant,2023-02-18 05:02:51,5.0,3.32,HIGH,Account Ban / Suspension,True
RGT-000473,CUST-F18BE5FC,Someone is ddosing our team. Two of my teammates disconnected within seconds of each other.,League of Legends,2023-03-10 01:38:14,0.0,0.53,HIGH,Cheat / Hacker Report,True
RGT-002836,CUST-E3190612,I was charged twice for the same RP bundle. I see two transactions on my statement for $10.00.,Valorant,2023-03-07 12:31:52,6.0,1.85,HIGH,Missing RP / Purchase Issue,True
RGT-002252,CUST-EC1A721E,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-0E7E26.",Valorant,2023-03-04 19:37:06,3.0,75.75,LOW,Missing RP / Purchase Issue,True
RGT-000904,CUST-29C8A4E2,The client update bricked my installation. Now I get error code 0xB1AA on startup.,Legends of Runeterra,2024-05-04 16:36:29,0.0,,HIGH,Client Bug / Crash,False
